donation_id,region,donation_year,donation_date,donor_full_name,donor_type,amount,political_party,party_leader,leader_change
2944,Federal,2014,2014-01-24,ZzfBezAdMp,Individuals,173.44,New Democratic Party,Leader 1,FALSE
2945,Federal,2014,2014-01-24,scyRAMOEjL,Individuals,340.34,New Democratic Party,Leader 1,FALSE
2946,Federal,2014,2014-01-24,XZtInzLaBI,Individuals,419.03,Conservative Party of Canada,Leader 1,FALSE
2947,Federal,2014,2014-01-25,jUabuywIfM,Individuals,113.49,New Democratic Party,Leader 1,FALSE
2948,Federal,2014,2014-01-25,nDSJmcNeow,Individuals,15.57,New Democratic Party,Leader 1,FALSE
2949,Federal,2014,2014-01-26,rbflYtuwUP,Individuals,292.54,Conservative Party of Canada,Leader 1,FALSE
2950,Federal,2014,2014-01-26,MutzvouZvC,Individuals,130.03,Conservative Party of Canada,Leader 1,FALSE
2951,Federal,2014,2014-01-27,iHUFHDnhZQ,Individuals,157.22,New Democratic Party,Leader 1,FALSE
2952,Federal,2014,2014-01-28,rMQBRXSWbO,Individuals,68.48,New Democratic Party,Leader 1,FALSE
2953,Federal,2014,2014-01-28,rvPrXmWGyr,Individuals,13.57,New Democratic Party,Leader 1,FALSE
2954,Federal,2014,2014-01-29,seaZSELGhA,Individuals,11.52,New Democratic Party,Leader 1,FALSE
2955,Federal,2014,2014-01-29,yNEBNjXJGc,Individuals,105.03,Liberal Party of Canada,Leader 2,FALSE
2956,Federal,2014,2014-01-29,xhnbcDOKnj,Individuals,57.36,New Democratic Party,Leader 1,FALSE
2957,Federal,2014,2014-01-30,wFgaQiODQM,Individuals,252.67,Conservative Party of Canada,Leader 1,FALSE
2958,Federal,2014,2014-01-30,yQJsBqYNuw,Individuals,321.53,Liberal Party of Canada,Leader 2,FALSE
2959,Federal,2014,2014-01-31,LBeJZduQSe,Individuals,323.52,New Democratic Party,Leader 1,FALSE
2960,Federal,2014,2014-02-01,IGgBidwbhw,Individuals,446.34,Liberal Party of Canada,Leader 2,FALSE
2961,Federal,2014,2014-02-01,VIcsLwGGpK,Individuals,113.88,New Democratic Party,Leader 1,FALSE
2962,Federal,2014,2014-02-03,VDvcDBobcy,Individuals,98.51,Conservative Party of Canada,Leader 1,FALSE
2963,Federal,2014,2014-02-03,drgXfFYnKA,Individuals,264.89,Conservative Party of Canada,Leader 1,FALSE
2964,Federal,2014,2014-02-03,uBHEpptDky,Individuals,247.58,New Democratic Party,Leader 1,FALSE
2965,Federal,2014,2014-02-03,ZXtAIQFiIP,Individuals,117.09,New Democratic Party,Leader 1,FALSE
2966,Federal,2014,2014-02-04,PxZWgvHzpr,Individuals,0.13,Conservative Party of Canada,Leader 1,FALSE
2967,Federal,2014,2014-02-04,pQTNZZqyQE,Individuals,220.38,Liberal Party of Canada,Leader 2,FALSE
2968,Federal,2014,2014-02-05,pBxuNQaolY,Individuals,15.36,Conservative Party of Canada,Leader 1,FALSE
2969,Federal,2014,2014-02-05,CXzIIhFTVi,Individuals,295.87,Liberal Party of Canada,Leader 2,FALSE
2970,Federal,2014,2014-02-05,cPLVWxFOUg,Individuals,117.2,Conservative Party of Canada,Leader 1,FALSE
2971,Federal,2014,2014-02-05,epmvoYlcsU,Individuals,224.88,New Democratic Party,Leader 1,FALSE
2972,Federal,2014,2014-02-07,fAgQgftbNL,Individuals,250.52,Conservative Party of Canada,Leader 1,FALSE
2973,Federal,2014,2014-02-07,gNHKVwQylT,Individuals,45.96,New Democratic Party,Leader 1,FALSE
2974,Federal,2014,2014-02-07,CFurPYaKXw,Individuals,346.76,Conservative Party of Canada,Leader 1,FALSE
2975,Federal,2014,2014-02-07,cUKdVWxitf,Individuals,223.84,Conservative Party of Canada,Leader 1,FALSE
2976,Federal,2014,2014-02-07,kEuwvlcqXM,Individuals,100.66,New Democratic Party,Leader 1,FALSE
2977,Federal,2014,2014-02-08,xLqlmjsarJ,Individuals,239.15,Liberal Party of Canada,Leader 2,FALSE
2978,Federal,2014,2014-02-08,oQsKvblPol,Individuals,263.13,New Democratic Party,Leader 1,FALSE
2979,Federal,2014,2014-02-08,qwRXxNrfGK,Individuals,131.54,Conservative Party of Canada,Leader 1,FALSE
2980,Federal,2014,2014-02-08,WIXHVGJKwD,Individuals,68.02,Liberal Party of Canada,Leader 2,FALSE
2981,Federal,2014,2014-02-09,mjpnFXwaFJ,Individuals,54.93,Conservative Party of Canada,Leader 1,FALSE
2982,Federal,2014,2014-02-09,LRVhlqFLlO,Individuals,280.38,Liberal Party of Canada,Leader 2,FALSE
2983,Federal,2014,2014-02-09,gHCXwLwrlH,Individuals,30,Conservative Party of Canada,Leader 1,FALSE
2984,Federal,2014,2014-02-09,MLuqquOIJM,Individuals,34.07,Conservative Party of Canada,Leader 1,FALSE
2985,Federal,2014,2014-02-10,pzAJjAuPDo,Individuals,71.39,Conservative Party of Canada,Leader 1,FALSE
2986,Federal,2014,2014-02-10,iCEuqZeZkb,Individuals,903.1,Conservative Party of Canada,Leader 1,FALSE
2987,Federal,2014,2014-02-11,KNTPyuMRte,Individuals,214.41,New Democratic Party,Leader 1,FALSE
2988,Federal,2014,2014-02-11,ggKeulbXNG,Individuals,307,Conservative Party of Canada,Leader 1,FALSE
2989,Federal,2014,2014-02-11,DfOPsFHXyb,Individuals,76.41,Liberal Party of Canada,Leader 2,FALSE
2990,Federal,2014,2014-02-11,FxWOYvDyQI,Individuals,297.69,New Democratic Party,Leader 1,FALSE
2991,Federal,2014,2014-02-11,pGUelAcnDa,Individuals,113.4,New Democratic Party,Leader 1,FALSE
2992,Federal,2014,2014-02-12,AUpfTYIEvY,Individuals,19.63,Conservative Party of Canada,Leader 1,FALSE
2993,Federal,2014,2014-02-12,HYZBiNNrdh,Individuals,475.83,Liberal Party of Canada,Leader 2,FALSE
2994,Federal,2014,2014-02-12,pYyLlzMGeo,Individuals,272.35,Liberal Party of Canada,Leader 2,FALSE
2995,Federal,2014,2014-02-13,sPfxBLwnHl,Individuals,6.58,New Democratic Party,Leader 1,FALSE
2996,Federal,2014,2014-02-14,BtcBmfPxHM,Individuals,441.16,New Democratic Party,Leader 1,FALSE
2997,Federal,2014,2014-02-14,sHoLOIazaD,Individuals,81.87,New Democratic Party,Leader 1,FALSE
2998,Federal,2014,2014-02-14,zRkpkvtjgS,Individuals,276.48,New Democratic Party,Leader 1,FALSE
2999,Federal,2014,2014-02-14,BTesqpZrIO,Individuals,6.88,Liberal Party of Canada,Leader 2,FALSE
3000,Federal,2014,2014-02-15,kQGtncHmBe,Individuals,56.77,New Democratic Party,Leader 1,FALSE
3001,Federal,2014,2014-02-15,ERhwhMNsKk,Individuals,13.12,New Democratic Party,Leader 1,FALSE
3002,Federal,2014,2014-02-15,VfUVBENSSs,Individuals,243.88,New Democratic Party,Leader 1,FALSE
3003,Federal,2014,2014-02-15,sqABYmFbII,Individuals,48.7,Liberal Party of Canada,Leader 2,FALSE
3004,Federal,2014,2014-02-15,MhufzPiqVc,Individuals,204.36,Liberal Party of Canada,Leader 2,FALSE
3005,Federal,2014,2014-02-16,VDxKvKnqCI,Individuals,1618.33,Liberal Party of Canada,Leader 2,FALSE
3006,Federal,2014,2014-02-16,PKTGhRHDuX,Individuals,163.64,Conservative Party of Canada,Leader 1,FALSE
3007,Federal,2014,2014-02-16,IskydIKrcK,Individuals,43.28,Conservative Party of Canada,Leader 1,FALSE
3008,Federal,2014,2014-02-17,XvxWmNCDvb,Individuals,96.22,New Democratic Party,Leader 1,FALSE
3009,Federal,2014,2014-02-19,DSrFXXJjXp,Individuals,21.92,Conservative Party of Canada,Leader 1,FALSE
3010,Federal,2014,2014-02-19,rWnEIwTMmq,Individuals,5.69,New Democratic Party,Leader 1,FALSE
3011,Federal,2014,2014-02-19,ABqEeMyNhd,Individuals,480.62,New Democratic Party,Leader 1,FALSE
3012,Federal,2014,2014-02-20,wZXCmDBBFx,Individuals,235.96,New Democratic Party,Leader 1,FALSE
3013,Federal,2014,2014-02-22,vKvVgPcoNa,Individuals,208.55,Conservative Party of Canada,Leader 1,FALSE
3014,Federal,2014,2014-02-22,VFbHKdUPSu,Individuals,128.69,New Democratic Party,Leader 1,FALSE
3015,Federal,2014,2014-02-22,upoTTwuLzK,Individuals,39.12,New Democratic Party,Leader 1,FALSE
3016,Federal,2014,2014-02-22,RkWDjxtkhV,Individuals,149.93,Liberal Party of Canada,Leader 2,FALSE
3017,Federal,2014,2014-02-23,EznmZjJpoc,Individuals,469.46,Conservative Party of Canada,Leader 1,FALSE
3018,Federal,2014,2014-02-23,lErEQrKJaS,Individuals,134.38,Liberal Party of Canada,Leader 2,FALSE
3019,Federal,2014,2014-02-23,YqoxaQGixA,Individuals,36.98,New Democratic Party,Leader 1,FALSE
3020,Federal,2014,2014-02-23,WIIPFmcWOa,Individuals,119.05,Liberal Party of Canada,Leader 2,FALSE
3021,Federal,2014,2014-02-23,tZJgmptGZq,Individuals,238.2,Liberal Party of Canada,Leader 2,FALSE
3022,Federal,2014,2014-02-23,AzkMqDoRdE,Individuals,740.02,Liberal Party of Canada,Leader 2,FALSE
3023,Federal,2014,2014-02-24,OdgWmKAIkI,Individuals,325.23,Conservative Party of Canada,Leader 1,FALSE
3024,Federal,2014,2014-02-24,lgWQuMFdva,Individuals,131.41,New Democratic Party,Leader 1,FALSE
3025,Federal,2014,2014-02-25,pKFeWEiKbD,Individuals,842.67,Liberal Party of Canada,Leader 2,FALSE
3026,Federal,2014,2014-02-26,OeADGJPRZA,Individuals,214.56,Conservative Party of Canada,Leader 1,FALSE
3027,Federal,2014,2014-02-26,kQqMQIXsBF,Individuals,270.65,Conservative Party of Canada,Leader 1,FALSE
3028,Federal,2014,2014-02-26,CDtZxsyYgD,Individuals,304.77,Conservative Party of Canada,Leader 1,FALSE
3029,Federal,2014,2014-02-27,mHHefBKMmK,Individuals,520.56,New Democratic Party,Leader 1,FALSE
3030,Federal,2014,2014-02-28,wMPSMKmZBk,Individuals,4.82,New Democratic Party,Leader 1,FALSE
3031,Federal,2014,2014-02-28,pHNyKcDFcp,Individuals,12.05,New Democratic Party,Leader 1,FALSE
3032,Federal,2014,2014-02-28,ujDNbQRiVT,Individuals,364.53,New Democratic Party,Leader 1,FALSE
3033,Federal,2014,2014-03-01,dFbfSZarUU,Individuals,251.84,Liberal Party of Canada,Leader 2,FALSE
3034,Federal,2014,2014-03-01,lZylHIXbvt,Individuals,299.7,Conservative Party of Canada,Leader 1,FALSE
3035,Federal,2014,2014-03-02,hsPJaqbNnW,Individuals,7.67,Liberal Party of Canada,Leader 2,FALSE
3036,Federal,2014,2014-03-02,KVmXYumVqv,Individuals,360.69,Liberal Party of Canada,Leader 2,FALSE
3037,Federal,2014,2014-03-02,JBSrleiHrb,Individuals,560.86,Liberal Party of Canada,Leader 2,FALSE
3038,Federal,2014,2014-03-02,jJgOBddaud,Individuals,277.87,New Democratic Party,Leader 1,FALSE
3039,Federal,2014,2014-03-02,KeNtxUzydd,Individuals,754.95,Conservative Party of Canada,Leader 1,FALSE
3040,Federal,2014,2014-03-02,DBvCfBTldQ,Individuals,430.99,New Democratic Party,Leader 1,FALSE
3041,Federal,2014,2014-03-03,yTBOntdCMO,Individuals,130.69,Conservative Party of Canada,Leader 1,FALSE
3042,Federal,2014,2014-03-04,EyOEmirqmO,Individuals,213.17,Conservative Party of Canada,Leader 1,FALSE
3043,Federal,2014,2014-03-04,rQrXboTzIE,Individuals,368.11,Liberal Party of Canada,Leader 2,FALSE
3044,Federal,2014,2014-03-04,DyoxXOxNhI,Individuals,655.63,Liberal Party of Canada,Leader 2,FALSE
3045,Federal,2014,2014-03-04,daBzWlBcuO,Individuals,249.03,Conservative Party of Canada,Leader 1,FALSE
3046,Federal,2014,2014-03-04,TzNxxSQPMA,Individuals,152.38,New Democratic Party,Leader 1,FALSE
3047,Federal,2014,2014-03-05,rqAimERVYV,Individuals,415.54,Liberal Party of Canada,Leader 2,FALSE
3048,Federal,2014,2014-03-05,XwfzDCOMfm,Individuals,42.94,Conservative Party of Canada,Leader 1,FALSE
3049,Federal,2014,2014-03-05,ZYZQSTEjjR,Individuals,547.59,New Democratic Party,Leader 1,FALSE
3050,Federal,2014,2014-03-06,lPqgwxocDs,Individuals,119.61,New Democratic Party,Leader 1,FALSE
3051,Federal,2014,2014-03-06,icPiuFUngr,Individuals,864.75,Liberal Party of Canada,Leader 2,FALSE
3052,Federal,2014,2014-03-06,AtCSLiAHyB,Individuals,182.51,Conservative Party of Canada,Leader 1,FALSE
3053,Federal,2014,2014-03-06,vhDEFLIHlk,Individuals,233.67,Liberal Party of Canada,Leader 2,FALSE
3054,Federal,2014,2014-03-07,yQISOdyvUN,Individuals,180.65,New Democratic Party,Leader 1,FALSE
3055,Federal,2014,2014-03-08,pnevHXOCYe,Individuals,128.46,New Democratic Party,Leader 1,FALSE
3056,Federal,2014,2014-03-08,NouWSblIlW,Individuals,74.9,New Democratic Party,Leader 1,FALSE
3057,Federal,2014,2014-03-08,JUauQLMrFb,Individuals,63.16,New Democratic Party,Leader 1,FALSE
3058,Federal,2014,2014-03-09,srEqkevfHn,Individuals,511.57,New Democratic Party,Leader 1,FALSE
3059,Federal,2014,2014-03-09,UjhLEDVRTd,Individuals,392.09,New Democratic Party,Leader 1,FALSE
3060,Federal,2014,2014-03-10,THGJuHdjbu,Individuals,224.11,Liberal Party of Canada,Leader 2,FALSE
3061,Federal,2014,2014-03-10,BPrPNbtmyD,Individuals,12.71,Liberal Party of Canada,Leader 2,FALSE
3062,Federal,2014,2014-03-10,VbykZYeGIr,Individuals,140,New Democratic Party,Leader 1,FALSE
3063,Federal,2014,2014-03-11,heAaUJIGzQ,Individuals,192.16,Conservative Party of Canada,Leader 1,FALSE
3064,Federal,2014,2014-03-11,BDsczhrxDF,Individuals,163.4,Conservative Party of Canada,Leader 1,FALSE
3065,Federal,2014,2014-03-11,kkdEsnDFYU,Individuals,44.37,Liberal Party of Canada,Leader 2,FALSE
3066,Federal,2014,2014-03-12,BxpcSNlUWo,Individuals,53.51,Liberal Party of Canada,Leader 2,FALSE
3067,Federal,2014,2014-03-12,fronOXNFCG,Individuals,89.91,Conservative Party of Canada,Leader 1,FALSE
3068,Federal,2014,2014-03-14,AYQMEzRcrQ,Individuals,278.59,Conservative Party of Canada,Leader 1,FALSE
3069,Federal,2014,2014-03-14,BzZVUmtaJC,Individuals,250.52,New Democratic Party,Leader 1,FALSE
3070,Federal,2014,2014-03-14,mEAqACaSdb,Individuals,239.04,Conservative Party of Canada,Leader 1,FALSE
3071,Federal,2014,2014-03-15,EPhLVdulWK,Individuals,158.69,New Democratic Party,Leader 1,FALSE
3072,Federal,2014,2014-03-15,KbhYvzEpGc,Individuals,150.11,Liberal Party of Canada,Leader 2,FALSE
3073,Federal,2014,2014-03-15,xDaascFnkq,Individuals,81.6,Liberal Party of Canada,Leader 2,FALSE
3074,Federal,2014,2014-03-16,hIISZNGslo,Individuals,25.83,New Democratic Party,Leader 1,FALSE
3075,Federal,2014,2014-03-16,mNWrAXPcKP,Individuals,439.06,Conservative Party of Canada,Leader 1,FALSE
3076,Federal,2014,2014-03-16,sVlabwBFIG,Individuals,123.08,New Democratic Party,Leader 1,FALSE
3077,Federal,2014,2014-03-16,eObWlFUJpW,Individuals,17.23,Conservative Party of Canada,Leader 1,FALSE
3078,Federal,2014,2014-03-16,xeDFqEEinv,Individuals,33.56,Conservative Party of Canada,Leader 1,FALSE
3079,Federal,2014,2014-03-16,ubbCMvaJqw,Individuals,301.73,Liberal Party of Canada,Leader 2,FALSE
3080,Federal,2014,2014-03-16,jmBkuDviOd,Individuals,183.88,New Democratic Party,Leader 1,FALSE
3081,Federal,2014,2014-03-16,pivHFzTYek,Individuals,250.45,New Democratic Party,Leader 1,FALSE
3082,Federal,2014,2014-03-17,MEIDBOeNbH,Individuals,13.13,Liberal Party of Canada,Leader 2,FALSE
3083,Federal,2014,2014-03-17,RlqnnTnUJg,Individuals,17.47,New Democratic Party,Leader 1,FALSE
3084,Federal,2014,2014-03-17,vnIUydZakM,Individuals,240.34,Liberal Party of Canada,Leader 2,FALSE
3085,Federal,2014,2014-03-17,dLxOUYFqnZ,Individuals,424.36,Liberal Party of Canada,Leader 2,FALSE
3086,Federal,2014,2014-03-18,hMqGZwaWNQ,Individuals,252.79,New Democratic Party,Leader 1,FALSE
3087,Federal,2014,2014-03-18,UmrTXmnFpo,Individuals,544.54,Conservative Party of Canada,Leader 1,FALSE
3088,Federal,2014,2014-03-18,RMyUDqdmrX,Individuals,552.48,New Democratic Party,Leader 1,FALSE
3089,Federal,2014,2014-03-19,VBGwAhrrQA,Individuals,340.76,New Democratic Party,Leader 1,FALSE
3090,Federal,2014,2014-03-19,NinFeMhCRI,Individuals,130.71,Conservative Party of Canada,Leader 1,FALSE
3091,Federal,2014,2014-03-20,XnWBmqLUyF,Individuals,473.69,Liberal Party of Canada,Leader 2,FALSE
3092,Federal,2014,2014-03-21,UkQAxHRfOG,Individuals,735.38,Liberal Party of Canada,Leader 2,FALSE
3093,Federal,2014,2014-03-22,iEKCPqXPPM,Individuals,216.44,Conservative Party of Canada,Leader 1,FALSE
3094,Federal,2014,2014-03-22,gCgmvdWYxX,Individuals,89.19,Conservative Party of Canada,Leader 1,FALSE
3095,Federal,2014,2014-03-23,dRLHQtZHIU,Individuals,363.23,New Democratic Party,Leader 1,FALSE
3096,Federal,2014,2014-03-23,QGZrHXZMTe,Individuals,413.24,Conservative Party of Canada,Leader 1,FALSE
3097,Federal,2014,2014-03-23,NJiUlOooef,Individuals,69.73,New Democratic Party,Leader 1,FALSE
3098,Federal,2014,2014-03-23,lbwcLgtUjf,Individuals,782.68,New Democratic Party,Leader 1,FALSE
3099,Federal,2014,2014-03-23,AVSmardiIL,Individuals,55.1,Conservative Party of Canada,Leader 1,FALSE
3100,Federal,2014,2014-03-24,CWaxlnAVJM,Individuals,252.39,Conservative Party of Canada,Leader 1,FALSE
3101,Federal,2014,2014-03-24,gsUFVnouqq,Individuals,87.93,Liberal Party of Canada,Leader 2,FALSE
3102,Federal,2014,2014-03-24,kazkOoBIbY,Individuals,377.74,Conservative Party of Canada,Leader 1,FALSE
3103,Federal,2014,2014-03-25,UNqiLlaxvh,Individuals,112.44,Liberal Party of Canada,Leader 2,FALSE
3104,Federal,2014,2014-03-25,ooupTGxxvT,Individuals,264.19,Conservative Party of Canada,Leader 1,FALSE
3105,Federal,2014,2014-03-26,eZNPJoHjLr,Individuals,127.75,New Democratic Party,Leader 1,FALSE
3106,Federal,2014,2014-03-26,BopYBmtjvj,Individuals,110.74,New Democratic Party,Leader 1,FALSE
3107,Federal,2014,2014-03-26,XITYSMijCZ,Individuals,173.92,Liberal Party of Canada,Leader 2,FALSE
3108,Federal,2014,2014-03-27,oILrxmdhjH,Individuals,155.27,Conservative Party of Canada,Leader 1,FALSE
3109,Federal,2014,2014-03-27,uAGCvqMGtE,Individuals,161.14,Liberal Party of Canada,Leader 2,FALSE
3110,Federal,2014,2014-03-27,RSjOuMPDCn,Individuals,819.7,Conservative Party of Canada,Leader 1,FALSE
3111,Federal,2014,2014-03-27,hAAbPIkAGb,Individuals,42.13,Conservative Party of Canada,Leader 1,FALSE
3112,Federal,2014,2014-03-27,DQYSTNzkLP,Individuals,286.87,Conservative Party of Canada,Leader 1,FALSE
3113,Federal,2014,2014-03-29,HtrlrsiAYN,Individuals,65.23,Liberal Party of Canada,Leader 2,FALSE
3114,Federal,2014,2014-03-29,vUDdMhNBxJ,Individuals,251.73,Liberal Party of Canada,Leader 2,FALSE
3115,Federal,2014,2014-03-29,EKzuVxhCEy,Individuals,148.03,Conservative Party of Canada,Leader 1,FALSE
3116,Federal,2014,2014-03-30,fHYgpBoGRO,Individuals,64.73,Conservative Party of Canada,Leader 1,FALSE
3117,Federal,2014,2014-03-30,DOLDgPPvoF,Individuals,60.15,Liberal Party of Canada,Leader 2,FALSE
3118,Federal,2014,2014-04-01,SpwbzlJIwt,Individuals,70.4,Conservative Party of Canada,Leader 1,FALSE
3119,Federal,2014,2014-04-01,MjRIhlUUut,Individuals,18.19,Liberal Party of Canada,Leader 2,FALSE
3120,Federal,2014,2014-04-03,hQCnuNKwHw,Individuals,91.66,Conservative Party of Canada,Leader 1,FALSE
3121,Federal,2014,2014-04-03,dGuUnTyklp,Individuals,58.29,New Democratic Party,Leader 1,FALSE
3122,Federal,2014,2014-04-03,VRlXUbGBCe,Individuals,123.33,New Democratic Party,Leader 1,FALSE
3123,Federal,2014,2014-04-04,lBYegUEVxD,Individuals,355.15,New Democratic Party,Leader 1,FALSE
3124,Federal,2014,2014-04-04,ZHitBNTpdr,Individuals,93.11,Liberal Party of Canada,Leader 2,FALSE
3125,Federal,2014,2014-04-05,zCjmJbGWFZ,Individuals,183.18,Conservative Party of Canada,Leader 1,FALSE
3126,Federal,2014,2014-04-05,ZDoBhdlQUl,Individuals,283.05,New Democratic Party,Leader 1,FALSE
3127,Federal,2014,2014-04-05,BAJZwHYIXf,Individuals,10,Conservative Party of Canada,Leader 1,FALSE
3128,Federal,2014,2014-04-05,pDzixICgui,Individuals,290.57,Conservative Party of Canada,Leader 1,FALSE
3129,Federal,2014,2014-04-05,uyYeEdxSDh,Individuals,74.34,Conservative Party of Canada,Leader 1,FALSE
3130,Federal,2014,2014-04-08,akclyNBnLA,Individuals,61.09,Liberal Party of Canada,Leader 2,FALSE
3131,Federal,2014,2014-04-09,DlJXWbfXHS,Individuals,280.77,Conservative Party of Canada,Leader 1,FALSE
3132,Federal,2014,2014-04-09,sCwxWLclnW,Individuals,556.29,New Democratic Party,Leader 1,FALSE
3133,Federal,2014,2014-04-09,NJcEgjSMyC,Individuals,347.41,Conservative Party of Canada,Leader 1,FALSE
3134,Federal,2014,2014-04-09,eOKSqGlVuk,Individuals,164.53,Liberal Party of Canada,Leader 2,FALSE
3135,Federal,2014,2014-04-10,ldtsSepNGv,Individuals,286.27,Liberal Party of Canada,Leader 2,FALSE
3136,Federal,2014,2014-04-10,SezWqTjalP,Individuals,86.09,New Democratic Party,Leader 1,FALSE
3137,Federal,2014,2014-04-11,MLjuWbDeRq,Individuals,125.93,New Democratic Party,Leader 1,FALSE
3138,Federal,2014,2014-04-11,xHWipRVqOF,Individuals,386.7,Conservative Party of Canada,Leader 1,FALSE
3139,Federal,2014,2014-04-11,TLguZpsgdU,Individuals,105.66,New Democratic Party,Leader 1,FALSE
3140,Federal,2014,2014-04-11,RyTmvznwnJ,Individuals,17.2,New Democratic Party,Leader 1,FALSE
3141,Federal,2014,2014-04-11,EyPHKOcaBn,Individuals,277.21,Conservative Party of Canada,Leader 1,FALSE
3142,Federal,2014,2014-04-11,lkIIdrAZki,Individuals,516.09,Conservative Party of Canada,Leader 1,FALSE
3143,Federal,2014,2014-04-12,nHRjdhgtav,Individuals,182.53,New Democratic Party,Leader 1,FALSE
3144,Federal,2014,2014-04-12,NduzfClDbF,Individuals,481.46,New Democratic Party,Leader 1,FALSE
3145,Federal,2014,2014-04-12,wCuXjeDhru,Individuals,29.58,New Democratic Party,Leader 1,FALSE
3146,Federal,2014,2014-04-14,gcEPXBqQkN,Individuals,259.25,Conservative Party of Canada,Leader 1,FALSE
3147,Federal,2014,2014-04-14,WOmXymzZLU,Individuals,248.44,New Democratic Party,Leader 1,FALSE
3148,Federal,2014,2014-04-14,glUQqnHLxF,Individuals,38.88,Liberal Party of Canada,Leader 2,FALSE
3149,Federal,2014,2014-04-15,qixDvkUsLR,Individuals,127.44,Liberal Party of Canada,Leader 2,FALSE
3150,Federal,2014,2014-04-15,YzbuBxoaRc,Individuals,131.47,Conservative Party of Canada,Leader 1,FALSE
3151,Federal,2014,2014-04-16,ysZITYUEms,Individuals,93.76,Conservative Party of Canada,Leader 1,FALSE
3152,Federal,2014,2014-04-16,iQYjfuYEeY,Individuals,191.79,Liberal Party of Canada,Leader 2,FALSE
3153,Federal,2014,2014-04-17,qiPDbcVqso,Individuals,272.57,New Democratic Party,Leader 1,FALSE
3154,Federal,2014,2014-04-17,WdSCSNxaRB,Individuals,137.98,Conservative Party of Canada,Leader 1,FALSE
3155,Federal,2014,2014-04-17,LwkXEJLsdc,Individuals,349.66,New Democratic Party,Leader 1,FALSE
3156,Federal,2014,2014-04-18,EvrXIQcCZv,Individuals,315.13,Liberal Party of Canada,Leader 2,FALSE
3157,Federal,2014,2014-04-20,mFNkExRSRE,Individuals,251.6,New Democratic Party,Leader 1,FALSE
3158,Federal,2014,2014-04-21,AHiLElJPGa,Individuals,30.09,New Democratic Party,Leader 1,FALSE
3159,Federal,2014,2014-04-22,XVgDFceVoV,Individuals,363.86,New Democratic Party,Leader 1,FALSE
3160,Federal,2014,2014-04-22,tYxVYYzrrN,Individuals,597.53,Liberal Party of Canada,Leader 2,FALSE
3161,Federal,2014,2014-04-22,lDngExbtQU,Individuals,269.72,Conservative Party of Canada,Leader 1,FALSE
3162,Federal,2014,2014-04-22,ptsBoMLIkC,Individuals,379.39,Liberal Party of Canada,Leader 2,FALSE
3163,Federal,2014,2014-04-22,dbaLMZFFdh,Individuals,6.34,Liberal Party of Canada,Leader 2,FALSE
3164,Federal,2014,2014-04-23,VvtwgNXnUC,Individuals,55.41,New Democratic Party,Leader 1,FALSE
3165,Federal,2014,2014-04-24,epjGbALKqL,Individuals,16.28,Liberal Party of Canada,Leader 2,FALSE
3166,Federal,2014,2014-04-24,HvtknXMrNb,Individuals,59.25,Liberal Party of Canada,Leader 2,FALSE
3167,Federal,2014,2014-04-24,wtPLxRlhEc,Individuals,265.4,New Democratic Party,Leader 1,FALSE
3168,Federal,2014,2014-04-25,qiUKjKFocI,Individuals,382.62,New Democratic Party,Leader 1,FALSE
3169,Federal,2014,2014-04-25,PQqqMCKCHv,Individuals,42.27,New Democratic Party,Leader 1,FALSE
3170,Federal,2014,2014-04-25,mEdXGzKIoj,Individuals,25.09,New Democratic Party,Leader 1,FALSE
3171,Federal,2014,2014-04-25,nhnzVZCLJk,Individuals,716.84,Conservative Party of Canada,Leader 1,FALSE
3172,Federal,2014,2014-04-26,QAqDcGUWjR,Individuals,64.05,Liberal Party of Canada,Leader 2,FALSE
3173,Federal,2014,2014-04-26,sfcVXYNyry,Individuals,129.89,Liberal Party of Canada,Leader 2,FALSE
3174,Federal,2014,2014-04-26,lNFSqvfqIM,Individuals,699.47,New Democratic Party,Leader 1,FALSE
3175,Federal,2014,2014-04-26,ORLueGzmLl,Individuals,90.42,Conservative Party of Canada,Leader 1,FALSE
3176,Federal,2014,2014-04-27,apxVPdMZkT,Individuals,264.32,Conservative Party of Canada,Leader 1,FALSE
3177,Federal,2014,2014-04-27,gScfUShTGz,Individuals,50.3,Liberal Party of Canada,Leader 2,FALSE
3178,Federal,2014,2014-04-28,XPINQgMHqN,Individuals,570.52,Liberal Party of Canada,Leader 2,FALSE
3179,Federal,2014,2014-04-28,INalwvlXtn,Individuals,177.8,New Democratic Party,Leader 1,FALSE
3180,Federal,2014,2014-04-30,oVSoDbkwjQ,Individuals,267.45,Conservative Party of Canada,Leader 1,FALSE
3181,Federal,2014,2014-05-01,TDeeuOvHzn,Individuals,273.63,Liberal Party of Canada,Leader 2,FALSE
3182,Federal,2014,2014-05-01,jxrpjGTwRj,Individuals,12.26,Conservative Party of Canada,Leader 1,FALSE
3183,Federal,2014,2014-05-01,sObNvPaTmr,Individuals,12.15,New Democratic Party,Leader 1,FALSE
3184,Federal,2014,2014-05-02,TnnFqoDhaJ,Individuals,227.7,Conservative Party of Canada,Leader 1,FALSE
3185,Federal,2014,2014-05-03,DkvxHJcVHQ,Individuals,62.17,New Democratic Party,Leader 1,FALSE
3186,Federal,2014,2014-05-04,gsTxzMNEJG,Individuals,191.53,Liberal Party of Canada,Leader 2,FALSE
